// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_X	FreeAcc_Y	FreeAcc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
16813	0	8.487080	-0.057926	5.419933	-0.002311	-0.043395	0.257450	0.011939	0.029498	-0.001340	-0.324707	0.099609	-0.777344	0.084879	-0.000583	0.054187	1.000000	0.000060	0.000147	-0.000007	0.527455	-0.110533	0.842362	0.207323	0.978271	-0.001451	-0.823899	0.175407	0.538910
16814	0	8.529015	-0.035410	5.421822	0.025910	-0.026964	0.293751	0.009341	0.033726	-0.000253	-0.322510	0.101807	-0.784424	0.085299	-0.000357	0.054204	1.000000	0.000047	0.000169	-0.000001	0.527732	-0.110594	0.842180	0.207247	0.978288	-0.001399	-0.823740	0.175278	0.539194
16815	0	8.546441	-0.072486	5.459240	0.000419	-0.060263	0.328642	0.029467	0.048336	0.003262	-0.322266	0.097412	-0.786377	0.085478	-0.000732	0.054572	1.000000	0.000147	0.000242	0.000016	0.528132	-0.110638	0.841924	0.206988	0.978343	-0.001277	-0.823549	0.174942	0.539594
16816	0	8.543402	-0.070945	5.464014	0.000419	-0.060263	0.328642	0.032372	0.062892	0.000190	-0.324463	0.093018	-0.783936	0.085451	-0.000718	0.054613	1.000000	0.000162	0.000314	0.000001	0.528650	-0.110746	0.841585	0.206720	0.978400	-0.001104	-0.823284	0.174556	0.540124
16817	0	8.559378	-0.107124	5.503675	-0.025072	-0.093451	0.363535	0.035401	0.070010	0.001056	-0.322266	0.093018	-0.781738	0.085613	-0.001081	0.055007	1.000000	0.000177	0.000350	0.000005	0.529223	-0.110839	0.841212	0.206423	0.978462	-0.000941	-0.822990	0.174144	0.540704
16818	0	8.555467	-0.105116	5.509792	-0.025072	-0.093451	0.363535	0.038106	0.072043	-0.000698	-0.320068	0.095215	-0.784180	0.085575	-0.001062	0.055067	1.000000	0.000191	0.000360	-0.000003	0.529814	-0.110971	0.840822	0.206113	0.978528	-0.000729	-0.822687	0.173691	0.541311
16819	0	8.607956	-0.107175	5.496350	0.020003	-0.106727	0.400367	0.027845	0.069118	-0.005303	-0.320068	0.099609	-0.786621	0.086099	-0.001082	0.054934	1.000000	0.000139	0.000346	-0.000027	0.530371	-0.111109	0.840453	0.205912	0.978570	-0.000574	-0.822379	0.173364	0.541884
16820	0	8.580265	-0.111217	5.526689	-0.013825	-0.105997	0.393495	0.030267	0.072476	-0.008780	-0.319824	0.093018	-0.788574	0.085823	-0.001124	0.055236	1.000000	0.000151	0.000362	-0.000044	0.530949	-0.111320	0.840060	0.205710	0.978613	-0.000336	-0.822056	0.172987	0.542493
16821	0	8.585141	-0.071994	5.551687	-0.016593	-0.066997	0.411122	0.020783	0.079420	-0.011280	-0.320068	0.097412	-0.788818	0.085873	-0.000731	0.055483	1.000000	0.000104	0.000397	-0.000056	0.531577	-0.111514	0.839637	0.205599	0.978636	-0.000191	-0.821678	0.172730	0.543148
16822	0	8.500373	-0.072180	5.602229	-0.095505	-0.052579	0.367422	0.015200	0.082943	-0.010192	-0.324463	0.095215	-0.791016	0.085027	-0.000730	0.055987	1.000000	0.000076	0.000415	-0.000051	0.532238	-0.111756	0.839186	0.205528	0.978651	-0.000023	-0.821268	0.172489	0.543844
16823	0	8.408829	-0.060725	5.599811	-0.131998	-0.034090	0.289361	0.011136	0.080255	-0.011565	-0.320068	0.099609	-0.786621	0.084111	-0.000615	0.055964	1.000000	0.000056	0.000401	-0.000058	0.532884	-0.111943	0.838751	0.205499	0.978657	0.000056	-0.820857	0.172333	0.544514
16824	0	8.380484	-0.065738	5.630666	-0.165826	-0.033361	0.282491	0.004968	0.079298	-0.006858	-0.317871	0.097412	-0.786377	0.083827	-0.000662	0.056273	1.000000	0.000025	0.000396	-0.000034	0.533520	-0.112146	0.838319	0.205494	0.978658	0.000140	-0.820444	0.172195	0.545179
16825	0	8.300167	-0.076589	5.632419	-0.204767	-0.036006	0.216248	0.007896	0.066463	-0.000694	-0.317871	0.099609	-0.786621	0.083020	-0.000768	0.056297	1.000000	0.000039	0.000332	-0.000003	0.534109	-0.112197	0.837938	0.205433	0.978671	0.000096	-0.820076	0.172089	0.545766
16826	0	8.339997	-0.107782	5.647604	-0.196364	-0.070135	0.258019	0.008488	0.057248	0.000307	-0.315430	0.095215	-0.786377	0.083416	-0.001080	0.056452	1.000000	0.000042	0.000286	0.000002	0.534579	-0.112293	0.837625	0.205362	0.978686	0.000140	-0.819788	0.171941	0.546246
16827	0	8.328377	-0.090647	5.622995	-0.172697	-0.056959	0.234953	0.010640	0.048235	-0.000258	-0.315430	0.095215	-0.788818	0.083297	-0.000910	0.056210	1.000000	0.000053	0.000241	-0.000001	0.535065	-0.112299	0.837314	0.205275	0.978704	0.000085	-0.819492	0.171834	0.546723
16828	0	8.355940	-0.095576	5.656072	-0.181152	-0.060961	0.276192	0.010815	0.054344	-0.002494	-0.319824	0.090820	-0.790771	0.083575	-0.000960	0.056538	1.000000	0.000054	0.000272	-0.000012	0.535505	-0.112416	0.837017	0.205200	0.978720	0.000165	-0.819224	0.171667	0.547178
16829	0	8.350613	-0.090047	5.684666	-0.199271	-0.050926	0.287509	0.009776	0.058775	-0.002999	-0.313232	0.097412	-0.784180	0.083523	-0.000905	0.056822	1.000000	0.000049	0.000294	-0.000015	0.536113	-0.112457	0.836622	0.205137	0.978733	0.000107	-0.818842	0.171565	0.547780
16830	0	8.347226	-0.089134	5.689653	-0.199271	-0.050926	0.287509	0.010993	0.060454	-0.004737	-0.313477	0.099609	-0.791260	0.083489	-0.000896	0.056871	1.000000	0.000055	0.000302	-0.000024	0.536598	-0.112607	0.836291	0.205072	0.978747	0.000207	-0.818540	0.171389	0.548286
16831	0	8.287129	-0.083994	5.713940	-0.242216	-0.036050	0.250746	0.014643	0.064774	-0.001977	-0.315430	0.095215	-0.784180	0.082890	-0.000845	0.057112	1.000000	0.000073	0.000324	-0.000010	0.537303	-0.112637	0.835834	0.204961	0.978770	0.000143	-0.818105	0.171237	0.548982
16832	0	8.294248	-0.104222	5.724392	-0.245063	-0.057221	0.262566	0.010722	0.061779	-0.006474	-0.317627	0.093018	-0.783936	0.082960	-0.001048	0.057218	1.000000	0.000054	0.000309	-0.000032	0.537795	-0.112806	0.835495	0.204908	0.978781	0.000256	-0.817795	0.171062	0.549499
16833	0	8.299827	-0.066076	5.747697	-0.245182	-0.017614	0.280236	0.012457	0.054395	-0.005638	-0.313232	0.097412	-0.791260	0.083014	-0.000667	0.057454	1.000000	0.000062	0.000272	-0.000028	0.538446	-0.112846	0.835070	0.204830	0.978797	0.000196	-0.817386	0.170942	0.550144
16834	0	8.268752	-0.064011	5.699181	-0.217046	-0.022581	0.227701	0.010929	0.047628	-0.006516	-0.313232	0.097412	-0.788818	0.082701	-0.000646	0.056972	1.000000	0.000055	0.000238	-0.000033	0.538822	-0.112992	0.834808	0.204776	0.978809	0.000311	-0.817152	0.170781	0.550541
16835	0	8.287981	-0.051954	5.702799	-0.199362	-0.013017	0.245907	0.011899	0.043350	-0.004454	-0.311035	0.097412	-0.781738	0.082892	-0.000525	0.057010	1.000000	0.000059	0.000217	-0.000022	0.539462	-0.112999	0.834393	0.204705	0.978824	0.000211	-0.816748	0.170690	0.551170
16836	0	8.264421	-0.008588	5.695409	-0.193680	0.029320	0.222253	0.003870	0.030536	-0.003241	-0.313232	0.093018	-0.788574	0.082653	-0.000088	0.056941	1.000000	0.000019	0.000153	-0.000016	0.539705	-0.113083	0.834225	0.204690	0.978827	0.000259	-0.816591	0.170618	0.551424
16837	0	8.262892	-0.008085	5.697627	-0.190128	0.030396	0.222318	0.005604	0.023152	-0.002397	-0.311035	0.095215	-0.788818	0.082636	-0.000083	0.056967	1.000000	0.000028	0.000116	-0.000012	0.540185	-0.113051	0.833918	0.204649	0.978835	0.000132	-0.816284	0.170589	0.551888
16838	0	8.250753	-0.039888	5.704514	-0.207103	0.000997	0.216027	0.004696	0.013584	-0.001375	-0.313232	0.095215	-0.791016	0.082511	-0.000401	0.057040	1.000000	0.000023	0.000068	-0.000007	0.540293	-0.113088	0.833843	0.204618	0.978842	0.000170	-0.816220	0.170527	0.552001
16839	0	8.271867	-0.028746	5.705402	-0.188551	0.010248	0.234231	0.005172	0.011089	0.003641	-0.315430	0.090820	-0.793213	0.082722	-0.000287	0.057049	1.000000	0.000026	0.000055	0.000018	0.540757	-0.112990	0.833556	0.204561	0.978854	-0.000021	-0.815927	0.170525	0.552435
16840	0	8.293413	-0.017794	5.705666	-0.174404	0.018483	0.252345	0.005029	-0.001586	0.003444	-0.315430	0.095215	-0.786377	0.082934	-0.000178	0.057057	1.000000	0.000025	-0.000008	0.000017	0.540751	-0.112953	0.833565	0.204502	0.978866	-0.000022	-0.815946	0.170477	0.552422
16841	0	8.352388	-0.026882	5.662743	-0.104842	-0.003233	0.277841	0.002244	-0.003464	0.006740	-0.313232	0.095215	-0.791016	0.083523	-0.000267	0.056629	1.000000	0.000011	-0.000017	0.000034	0.541124	-0.112814	0.833341	0.204458	0.978875	-0.000247	-0.815709	0.170517	0.552759
16842	0	8.380627	-0.027984	5.715293	-0.132897	0.001754	0.330419	0.002114	-0.002447	0.001893	-0.311279	0.099609	-0.788818	0.083806	-0.000280	0.057154	1.000000	0.000011	-0.000012	0.000009	0.541108	-0.112792	0.833355	0.204431	0.978881	-0.000251	-0.815727	0.170499	0.552738
16843	0	8.394170	-0.000638	5.685764	-0.091305	0.023204	0.325415	-0.002020	-0.004985	0.002075	-0.313232	0.093018	-0.788574	0.083940	-0.000005	0.056860	1.000000	-0.000010	-0.000025	0.000010	0.541477	-0.112676	0.833131	0.204429	0.978881	-0.000477	-0.815482	0.170574	0.553076
16844	0	8.429111	-0.015889	5.666777	-0.060277	0.001320	0.344029	-0.002915	-0.000861	-0.001550	-0.313232	0.095215	-0.793457	0.084291	-0.000159	0.056668	1.000000	-0.000015	-0.000004	-0.000008	0.541467	-0.112690	0.833136	0.204461	0.978874	-0.000480	-0.815481	0.170604	0.553069
16845	0	8.418121	-0.047973	5.671991	-0.072372	-0.027415	0.337808	0.002331	-0.002906	-0.002784	-0.311035	0.095215	-0.791016	0.084180	-0.000482	0.056721	1.000000	0.000012	-0.000015	-0.000014	0.541837	-0.112667	0.832898	0.204474	0.978872	-0.000606	-0.815232	0.170634	0.553426
16846	0	8.415935	-0.042984	5.695770	-0.092051	-0.018456	0.349143	-0.000274	0.001324	-0.001728	-0.313232	0.095215	-0.793457	0.084160	-0.000430	0.056957	1.000000	-0.000001	0.000007	-0.000009	0.541844	-0.112686	0.832891	0.204485	0.978869	-0.000593	-0.815225	0.170635	0.553437
16847	0	8.394261	-0.053658	5.695694	-0.101176	-0.025955	0.331104	0.001602	-0.006367	-0.004000	-0.311035	0.097412	-0.788818	0.083941	-0.000539	0.056960	1.000000	0.000008	-0.000032	-0.000020	0.542197	-0.112663	0.832664	0.204510	0.978864	-0.000724	-0.814984	0.170680	0.553777
16848	0	8.364333	-0.047714	5.666184	-0.092870	-0.021997	0.289830	-0.001385	-0.007074	-0.003992	-0.315430	0.090820	-0.788574	0.083641	-0.000478	0.056665	1.000000	-0.000007	-0.000035	-0.000020	0.542131	-0.112690	0.832703	0.204542	0.978857	-0.000698	-0.815019	0.170702	0.553719
16849	0	8.384427	-0.031666	5.689147	-0.094175	-0.004130	0.319298	-0.002041	-0.010688	-0.006767	-0.315674	0.099609	-0.791260	0.083841	-0.000319	0.056896	1.000000	-0.000010	-0.000053	-0.000034	0.542374	-0.112686	0.832546	0.204600	0.978845	-0.000802	-0.814843	0.170774	0.553955
16850	0	8.352473	-0.020966	5.683184	-0.105557	0.008786	0.289372	-0.000692	-0.010028	-0.003654	-0.311035	0.097412	-0.786377	0.083522	-0.000211	0.056836	1.000000	-0.000003	-0.000050	-0.000018	0.542285	-0.112704	0.832601	0.204625	0.978840	-0.000775	-0.814896	0.170791	0.553872
16851	0	8.320554	-0.010510	5.677171	-0.112562	0.022795	0.259493	-0.003404	-0.012059	-0.001916	-0.317871	0.095215	-0.788818	0.083202	-0.000105	0.056777	1.000000	-0.000017	-0.000060	-0.000010	0.542548	-0.112594	0.832445	0.204631	0.978839	-0.000974	-0.814719	0.170872	0.554107
16852	0	8.353636	-0.020873	5.681474	-0.101162	0.009881	0.289416	-0.001529	-0.006768	-0.000874	-0.313232	0.097412	-0.788818	0.083534	-0.000209	0.056818	1.000000	-0.000008	-0.000034	-0.000004	0.542491	-0.112591	0.832482	0.204648	0.978835	-0.000975	-0.814753	0.170895	0.554051
16853	0	8.364988	0.011421	5.675706	-0.079884	0.040086	0.295666	0.002187	-0.002599	0.000333	-0.313232	0.095215	-0.791016	0.083649	0.000114	0.056758	1.000000	0.000011	-0.000013	0.000002	0.542825	-0.112511	0.832276	0.204616	0.978842	-0.001130	-0.814539	0.170911	0.554361
16854	0	8.375894	-0.009801	5.680679	-0.082678	0.018930	0.307521	0.003955	-0.003569	0.002057	-0.315430	0.095215	-0.786377	0.083758	-0.000098	0.056808	1.000000	0.000020	-0.000018	0.000010	0.542800	-0.112484	0.832295	0.204573	0.978851	-0.001126	-0.814566	0.170876	0.554331
16855	0	8.408670	-0.020284	5.685426	-0.067228	0.006458	0.337467	-0.000597	-0.004478	0.003630	-0.317871	0.097412	-0.786377	0.084085	-0.000201	0.056856	1.000000	-0.000003	-0.000022	0.000018	0.543102	-0.112404	0.832109	0.204557	0.978854	-0.001283	-0.814369	0.170910	0.554611
16856	0	8.419600	-0.041702	5.690360	-0.070020	-0.014697	0.349324	0.002187	-0.002600	0.000333	-0.315430	0.095215	-0.784180	0.084195	-0.000417	0.056905	1.000000	0.000011	-0.000013	0.000002	0.543081	-0.112396	0.832124	0.204537	0.978858	-0.001274	-0.814388	0.170892	0.554589
16857	0	8.452123	-0.052025	5.695479	-0.055497	-0.026921	0.379259	0.000729	0.003461	0.001216	-0.315430	0.090820	-0.786133	0.084522	-0.000520	0.056953	1.000000	0.000004	0.000017	0.000006	0.543368	-0.112314	0.831947	0.204489	0.978868	-0.001409	-0.814208	0.170890	0.554853
16858	0	8.451773	-0.051898	5.695999	-0.055508	-0.026915	0.379259	0.004241	0.008799	-0.000864	-0.313477	0.099609	-0.793457	0.084520	-0.000521	0.056956	1.000000	0.000021	0.000044	-0.000004	0.543437	-0.112338	0.831899	0.204460	0.978874	-0.001379	-0.814170	0.170839	0.554925
16859	0	8.416341	-0.036445	5.715744	-0.082572	-0.004603	0.360759	0.002926	0.014553	-0.003100	-0.313232	0.097412	-0.791260	0.084168	-0.000367	0.057151	1.000000	0.000015	0.000073	-0.000015	0.543877	-0.112362	0.831608	0.204460	0.978874	-0.001459	-0.813876	0.170825	0.555360
16860	0	8.371702	-0.057831	5.717511	-0.111030	-0.021095	0.324664	0.003106	0.020661	-0.005341	-0.313232	0.095215	-0.795654	0.083723	-0.000581	0.057166	1.000000	0.000016	0.000103	-0.000027	0.544033	-0.112449	0.831494	0.204464	0.978873	-0.001398	-0.813770	0.170772	0.555531
16861	0	8.383934	-0.029730	5.689885	-0.069480	-0.000123	0.319499	-0.002378	0.017462	-0.008272	-0.308594	0.093018	-0.781738	0.083844	-0.000300	0.056892	1.000000	-0.000012	0.000087	-0.000041	0.544559	-0.112527	0.831140	0.204547	0.978856	-0.001493	-0.813398	0.170820	0.556061
16862	0	8.313350	0.000932	5.728866	-0.131684	0.043630	0.282482	0.000465	0.018476	-0.005163	-0.313232	0.095215	-0.788818	0.083139	0.000007	0.057281	1.000000	0.000002	0.000092	-0.000026	0.544698	-0.112609	0.831038	0.204572	0.978850	-0.001448	-0.813299	0.170796	0.556214
16863	0	8.320900	-0.015044	5.759317	-0.151699	0.031475	0.305778	-0.001611	0.014355	-0.009494	-0.315674	0.097412	-0.798096	0.083213	-0.000154	0.057587	1.000000	-0.000008	0.000072	-0.000047	0.544994	-0.112717	0.830829	0.204625	0.978839	-0.001430	-0.813087	0.170788	0.556526
16864	0	8.313460	-0.056173	5.718225	-0.129434	-0.015859	0.276805	-0.004945	0.015124	-0.009655	-0.313477	0.099609	-0.791260	0.083139	-0.000564	0.057176	1.000000	-0.000025	0.000076	-0.000048	0.545096	-0.112837	0.830745	0.204719	0.978820	-0.001377	-0.812995	0.170820	0.556651
16865	0	8.256006	-0.051598	5.738307	-0.169558	-0.001416	0.240357	-0.001756	0.014662	-0.006376	-0.315674	0.097412	-0.786377	0.082564	-0.000518	0.057377	1.000000	-0.000009	0.000073	-0.000032	0.545634	-0.112856	0.830390	0.204767	0.978810	-0.001521	-0.812622	0.170866	0.557181
16866	0	8.309605	-0.050414	5.744409	-0.143834	-0.006059	0.288282	0.000504	0.011910	-0.007600	-0.310791	0.093018	-0.786377	0.083099	-0.000507	0.057439	1.000000	0.000003	0.000060	-0.000038	0.545715	-0.112951	0.830324	0.204805	0.978802	-0.001456	-0.812558	0.170849	0.557279
16867	0	8.278713	-0.044232	5.716310	-0.132962	-0.001854	0.247012	0.001125	0.009109	-0.005702	-0.313232	0.095215	-0.788818	0.082790	-0.000445	0.057159	1.000000	0.000006	0.000046	-0.000029	0.546003	-0.112989	0.830129	0.204808	0.978801	-0.001484	-0.812363	0.170827	0.557570
16868	0	8.321731	-0.021762	5.716956	-0.104467	0.014661	0.283061	0.000431	0.012063	-0.006042	-0.315674	0.097412	-0.788818	0.083221	-0.000220	0.057165	1.000000	0.000002	0.000060	-0.000030	0.546088	-0.113068	0.830062	0.204838	0.978795	-0.001432	-0.812299	0.170810	0.557669
16869	0	8.355798	-0.036430	5.699328	-0.069915	-0.006740	0.301565	-0.000062	0.013846	-0.003093	-0.311279	0.099609	-0.791260	0.083562	-0.000366	0.056987	1.000000	-0.000000	0.000069	-0.000015	0.546478	-0.113075	0.829805	0.204839	0.978794	-0.001522	-0.812036	0.170809	0.558051
16870	0	8.328862	-0.037742	5.748003	-0.123436	0.002955	0.306387	-0.001661	0.007230	-0.002407	-0.313232	0.095215	-0.793457	0.083291	-0.000378	0.057477	1.000000	-0.000008	0.000036	-0.000012	0.546530	-0.113110	0.829765	0.204867	0.978789	-0.001513	-0.811994	0.170818	0.558110
16871	0	8.367706	-0.062180	5.682341	-0.048651	-0.036359	0.302039	0.002326	0.010076	0.000531	-0.313232	0.097412	-0.791260	0.083680	-0.000622	0.056819	1.000000	0.000012	0.000050	0.000003	0.546975	-0.113081	0.829476	0.204843	0.978794	-0.001641	-0.811700	0.170810	0.558540
16872	0	8.340788	-0.063584	5.730976	-0.102165	-0.026660	0.306884	0.002326	0.010076	0.000530	-0.308838	0.097412	-0.786621	0.083411	-0.000636	0.057306	1.000000	0.000012	0.000050	0.000003	0.547057	-0.113092	0.829420	0.204822	0.978798	-0.001634	-0.811650	0.170778	0.558622
16873	0	8.377295	-0.083116	5.689287	-0.048116	-0.056952	0.313931	0.003966	0.010125	-0.002591	-0.313232	0.097412	-0.793457	0.083776	-0.000833	0.056889	1.000000	0.000020	0.000051	-0.000013	0.547407	-0.113077	0.829192	0.204780	0.978806	-0.001710	-0.811425	0.170738	0.558961
16874	0	8.376679	-0.082676	5.690200	-0.048118	-0.056930	0.313931	0.003620	0.011601	-0.002761	-0.313232	0.095215	-0.786377	0.083770	-0.000829	0.056897	1.000000	0.000018	0.000058	-0.000014	0.547495	-0.113122	0.829127	0.204767	0.978809	-0.001669	-0.811369	0.170692	0.559057
16875	0	8.360819	-0.051461	5.733474	-0.081445	-0.017295	0.324952	0.004313	0.008648	-0.002422	-0.315674	0.097412	-0.786377	0.083611	-0.000517	0.057331	1.000000	0.000022	0.000043	-0.000012	0.547819	-0.113112	0.828915	0.204738	0.978815	-0.001742	-0.811157	0.170664	0.559372
16876	0	8.332154	-0.050219	5.681625	-0.053752	-0.022311	0.272192	0.004346	0.015062	-0.001546	-0.308838	0.095215	-0.786377	0.083326	-0.000504	0.056810	1.000000	0.000022	0.000075	-0.000008	0.547938	-0.113152	0.828831	0.204713	0.978821	-0.001707	-0.811084	0.170608	0.559497
16877	0	8.339982	-0.066457	5.711648	-0.074051	-0.033902	0.295527	0.003093	0.006970	-0.000690	-0.313232	0.095215	-0.788818	0.083402	-0.000666	0.057114	1.000000	0.000015	0.000035	-0.000003	0.548165	-0.113105	0.828687	0.204662	0.978831	-0.001783	-0.810943	0.170578	0.559709
16878	0	8.317812	-0.077084	5.712274	-0.088338	-0.042131	0.277528	0.005007	0.005695	-0.002082	-0.315430	0.093018	-0.788574	0.083180	-0.000773	0.057120	1.000000	0.000025	0.000028	-0.000010	0.548206	-0.113134	0.828656	0.204634	0.978837	-0.001741	-0.810922	0.170526	0.559755
16879	0	8.317453	-0.076740	5.712802	-0.086022	-0.041853	0.277549	0.007773	0.006864	0.002589	-0.317871	0.099609	-0.786621	0.083177	-0.000769	0.057125	1.000000	0.000039	0.000034	0.000013	0.548456	-0.113100	0.828495	0.204562	0.978852	-0.001792	-0.810772	0.170462	0.559993
16880	0	8.316990	-0.076493	5.713479	-0.086039	-0.041827	0.277549	0.005660	0.009309	0.000693	-0.315430	0.095215	-0.793457	0.083173	-0.000766	0.057131	1.000000	0.000028	0.000047	0.000003	0.548531	-0.113108	0.828444	0.204514	0.978862	-0.001768	-0.810733	0.170399	0.560068
16881	0	8.305784	-0.054917	5.708901	-0.080716	-0.019590	0.265692	0.009267	0.007219	0.002586	-0.306641	0.099854	-0.788818	0.083060	-0.000551	0.057086	1.000000	0.000046	0.000036	0.000013	0.548808	-0.112995	0.828276	0.204407	0.978884	-0.001896	-0.810572	0.170346	0.560317
16882	0	8.307712	-0.059395	5.685592	-0.061140	-0.028527	0.254239	0.008120	0.005387	0.002759	-0.311035	0.097412	-0.788818	0.083079	-0.000595	0.056854	1.000000	0.000041	0.000027	0.000014	0.548855	-0.112976	0.828248	0.204328	0.978901	-0.001876	-0.810561	0.170264	0.560358
16883	0	8.326539	-0.096917	5.720486	-0.083306	-0.060861	0.289489	0.012527	0.006605	0.004309	-0.311035	0.097412	-0.791260	0.083267	-0.000971	0.057202	1.000000	0.000063	0.000033	0.000022	0.549160	-0.112847	0.828064	0.204175	0.978932	-0.001998	-0.810393	0.170167	0.560631
16884	0	8.361425	-0.058263	5.691621	-0.032405	-0.032114	0.302118	0.011578	0.003604	0.007771	-0.308838	0.099854	-0.791260	0.083615	-0.000583	0.056915	1.000000	0.000058	0.000018	0.000039	0.549203	-0.112775	0.828045	0.204041	0.978960	-0.002002	-0.810397	0.170054	0.560659
16885	0	8.337259	-0.064539	5.715643	-0.062989	-0.030342	0.295613	0.009631	-0.001534	0.008289	-0.311035	0.095215	-0.788818	0.083372	-0.000645	0.057157	1.000000	0.000048	-0.000008	0.000041	0.549481	-0.112598	0.827885	0.203906	0.978988	-0.002187	-0.810243	0.170013	0.560894
16886	0	8.372206	-0.079649	5.696823	-0.031827	-0.052146	0.314021	0.011546	-0.002810	0.006897	-0.313232	0.097412	-0.791260	0.083721	-0.000797	0.056969	1.000000	0.000058	-0.000014	0.000034	0.549471	-0.112523	0.827901	0.203778	0.979015	-0.002184	-0.810282	0.169908	0.560870
16887	0	8.359397	-0.053627	5.715071	-0.046278	-0.021271	0.313607	0.015004	-0.004593	0.011909	-0.313232	0.095215	-0.791016	0.083593	-0.000536	0.057153	1.000000	0.000075	-0.000023	0.000060	0.549656	-0.112335	0.827804	0.203588	0.979054	-0.002321	-0.810204	0.169806	0.561013
