// Start Time: Unknown
// Update Rate: 100.0Hz
// Filter Profile: human (46.1)
// Option Flags: AHS Disabled ICC Disabled 
// Firmware Version: 4.0.2
PacketCounter	SampleTimeFine	Acc_X	Acc_Y	Acc_Z	FreeAcc_X	FreeAcc_Y	FreeAcc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	VelInc_X	VelInc_Y	VelInc_Z	OriInc_q0	OriInc_q1	OriInc_q2	OriInc_q3	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]
09658	0	8.122377	-0.442282	5.678436	0.231826	-0.471110	0.093752	-0.015011	0.046269	-0.223243	-0.275879	0.062500	-0.801514	0.081232	-0.004509	0.056766	0.999999	-0.000075	0.000231	-0.001116	0.592478	-0.066952	0.802799	0.111188	0.993799	0.000822	-0.797876	0.088775	0.596249
09659	0	8.352181	-0.483563	5.745646	0.308204	-0.538831	0.317458	-0.001472	0.001281	-0.241628	-0.280029	0.055664	-0.798828	0.083516	-0.004936	0.057456	0.999999	-0.000007	0.000006	-0.001208	0.592112	-0.069519	0.802851	0.113127	0.993577	0.002601	-0.797876	0.089283	0.596174
09660	0	8.732168	-0.382896	5.828653	0.470657	-0.477689	0.671625	0.045672	-0.085498	-0.226241	-0.273193	0.053711	-0.801025	0.087292	-0.003941	0.058323	0.999999	0.000228	-0.000427	-0.001131	0.591142	-0.071668	0.803377	0.114156	0.993452	0.004625	-0.798448	0.088976	0.595452
09661	0	9.230964	-0.075491	5.813198	0.795063	-0.227114	1.065084	0.058179	-0.171677	-0.171197	-0.277588	0.051270	-0.801025	0.092259	-0.000851	0.058211	0.999999	0.000291	-0.000858	-0.000856	0.589444	-0.073245	0.804482	0.114946	0.993352	0.006219	-0.799589	0.088806	0.593945
09662	0	9.624464	0.114349	5.785683	1.048715	-0.082602	1.368137	0.052045	-0.191290	-0.099996	-0.277832	0.055664	-0.796631	0.096190	0.001080	0.057949	0.999999	0.000260	-0.000956	-0.000500	0.587767	-0.074046	0.805635	0.115174	0.993319	0.007268	-0.800790	0.088517	0.592368
09663	0	9.826643	0.329467	5.793713	1.163637	0.111134	1.539499	0.017823	-0.166108	-0.049856	-0.280029	0.055664	-0.796631	0.098219	0.003265	0.058019	1.000000	0.000089	-0.000831	-0.000249	0.586264	-0.074471	0.806690	0.115649	0.993261	0.007646	-0.801823	0.088811	0.590925
09664	0	9.764234	0.119010	5.769620	1.104973	-0.092881	1.475064	-0.112942	-0.131673	-0.008841	-0.282227	0.053467	-0.791748	0.097604	0.001218	0.057760	1.000000	-0.000565	-0.000658	-0.000044	0.585166	-0.074418	0.807491	0.116664	0.993147	0.006985	-0.802477	0.090118	0.589838
09665	0	10.498013	0.061912	5.574797	1.665547	-0.213158	1.954680	0.013009	-0.170257	0.049976	-0.280029	0.055664	-0.791992	0.104932	0.000642	0.055837	1.000000	0.000065	-0.000851	0.000250	0.583716	-0.073788	0.808598	0.116530	0.993166	0.006509	-0.803552	0.090426	0.588326
09666	0	10.417534	0.259173	5.742165	1.504110	0.014527	1.989942	-0.096330	0.106809	0.087996	-0.280029	0.053467	-0.791748	0.104205	0.002665	0.057365	1.000000	-0.000482	0.000534	0.000440	0.584645	-0.072988	0.807999	0.116847	0.993137	0.005165	-0.802830	0.091392	0.589161
09667	0	9.645864	-0.366935	5.584825	1.128788	-0.547244	1.268551	-0.239517	0.286868	0.112858	-0.280273	0.057861	-0.796631	0.096541	-0.003548	0.055714	0.999998	-0.001198	0.001434	0.000564	0.586963	-0.072170	0.806391	0.118364	0.992967	0.002712	-0.800915	0.093856	0.591377
09668	0	8.988718	-0.886036	5.488666	0.791041	-1.004300	0.678885	-0.191829	0.285740	0.125101	-0.275879	0.060303	-0.791992	0.089971	-0.008752	0.054767	0.999998	-0.000959	0.001429	0.000626	0.589366	-0.071176	0.804725	0.119221	0.992868	0.000501	-0.799021	0.095644	0.593648
09669	0	8.667296	-1.059064	5.673714	0.463350	-1.116221	0.530132	-0.172092	0.297799	0.131002	-0.275879	0.064697	-0.794678	0.086764	-0.010485	0.056617	0.999998	-0.000860	0.001489	0.000655	0.591761	-0.070184	0.803052	0.120077	0.992763	-0.001719	-0.797120	0.097445	0.595906
09670	0	8.228358	-1.346899	5.718417	0.167327	-1.348432	0.205991	-0.198371	0.348092	0.132018	-0.273682	0.064697	-0.801514	0.082392	-0.013358	0.057054	0.999998	-0.000992	0.001740	0.000660	0.594659	-0.069193	0.800995	0.120930	0.992653	-0.004029	-0.794831	0.099260	0.598658
09671	0	7.654804	-1.601803	5.726945	-0.177498	-1.540825	-0.244306	-0.197532	0.359220	0.146684	-0.267090	0.069092	-0.792480	0.076662	-0.015905	0.057148	0.999998	-0.000988	0.001796	0.000733	0.597533	-0.068155	0.798942	0.121980	0.992511	-0.006562	-0.792512	0.101375	0.601372
09672	0	7.405560	-1.790729	5.594713	-0.212610	-1.706261	-0.517892	-0.162631	0.297145	0.155969	-0.267090	0.066895	-0.794678	0.074153	-0.017804	0.055852	0.999998	-0.000813	0.001486	0.000780	0.600044	-0.066887	0.797165	0.122391	0.992443	-0.008854	-0.790549	0.102878	0.603696
09673	0	7.331309	-1.770880	5.538357	-0.185269	-1.669888	-0.607548	-0.082552	0.236160	0.166908	-0.262695	0.073486	-0.799561	0.073393	-0.017625	0.055304	0.999999	-0.000413	0.001181	0.000835	0.601974	-0.065451	0.795829	0.122266	0.992438	-0.010863	-0.789100	0.103842	0.605424
09674	0	7.248261	-1.683766	5.553631	-0.216226	-1.561719	-0.662309	-0.051708	0.158734	0.181592	-0.269287	0.069092	-0.803955	0.072542	-0.016757	0.055483	0.999999	-0.000259	0.000794	0.000908	0.603415	-0.063790	0.794872	0.121637	0.992494	-0.012689	-0.788095	0.104343	0.606645
09675	0	7.292425	-1.410575	5.575313	-0.162776	-1.275904	-0.614924	0.022781	0.045831	0.198461	-0.264893	0.069092	-0.799316	0.072951	-0.014040	0.055735	0.999999	0.000114	0.000229	0.000992	0.603866	-0.061907	0.794679	0.120604	0.992597	-0.014321	-0.787909	0.104489	0.606862
09676	0	7.407844	-1.103725	5.534098	-0.020696	-0.969229	-0.550897	0.053936	-0.050098	0.216890	-0.262451	0.066895	-0.801758	0.074076	-0.010972	0.055357	0.999999	0.000270	-0.000250	0.001084	0.603699	-0.059678	0.794976	0.118928	0.992777	-0.015786	-0.788292	0.104075	0.606436
09677	0	7.536826	-0.894061	5.397225	0.183648	-0.767262	-0.533103	0.044291	-0.128369	0.217681	-0.265137	0.073486	-0.794922	0.075343	-0.008871	0.054019	0.999999	0.000221	-0.000642	0.001088	0.602819	-0.057288	0.795819	0.117324	0.992941	-0.017393	-0.789205	0.103853	0.605285
09678	0	7.868156	-0.610745	5.183840	0.572393	-0.511589	-0.401859	0.080029	-0.197683	0.211560	-0.264893	0.069092	-0.794678	0.078637	-0.006045	0.051914	0.999999	0.000400	-0.000988	0.001058	0.601472	-0.054959	0.797001	0.115476	0.993135	-0.018663	-0.790504	0.103260	0.603689
09679	0	8.168705	-0.320339	4.962085	0.942873	-0.246602	-0.299393	0.096302	-0.223022	0.198239	-0.269531	0.071289	-0.794922	0.081635	-0.003146	0.049710	0.999999	0.000482	-0.001115	0.000991	0.599793	-0.052675	0.798420	0.113663	0.993321	-0.019853	-0.792041	0.102659	0.601774
09680	0	8.499252	-0.076071	4.886308	1.211797	-0.015079	-0.083845	0.086166	-0.163439	0.183306	-0.267090	0.066895	-0.797119	0.084953	-0.000704	0.048932	0.999999	0.000431	-0.000817	0.000917	0.598671	-0.050663	0.799391	0.111941	0.993496	-0.020869	-0.793134	0.101978	0.600449
09681	0	8.596274	0.063994	4.790657	1.349651	0.124257	-0.065206	0.053058	-0.074587	0.174773	-0.273926	0.073486	-0.797119	0.085944	0.000702	0.047939	1.000000	0.000265	-0.000373	0.000874	0.598138	-0.048740	0.799909	0.110532	0.993627	-0.022107	-0.793734	0.101639	0.599713
09682	0	8.528156	0.109511	4.718054	1.368282	0.179513	-0.164007	0.015431	-0.013473	0.167791	-0.267334	0.073486	-0.790283	0.085277	0.001163	0.047186	1.000000	0.000077	-0.000067	0.000839	0.598183	-0.047036	0.799978	0.109466	0.993714	-0.023426	-0.793848	0.101584	0.599572
09683	0	8.466963	0.011975	4.622958	1.395718	0.092010	-0.267802	-0.005987	0.004708	0.175818	-0.271973	0.075684	-0.794922	0.084671	0.000196	0.046228	1.000000	-0.000030	0.000024	0.000879	0.598242	-0.045262	0.800036	0.108724	0.993756	-0.025079	-0.793905	0.101987	0.599427
09684	0	8.393009	-0.112462	4.597417	1.361346	-0.014844	-0.339673	-0.012696	0.031802	0.187247	-0.267090	0.071289	-0.790283	0.083938	-0.001043	0.045961	1.000000	-0.000063	0.000159	0.000936	0.598664	-0.043410	0.799823	0.107764	0.993817	-0.026723	-0.793718	0.102190	0.599640
09685	0	8.297153	-0.303927	4.650421	1.244666	-0.177115	-0.379716	-0.021351	0.036208	0.204597	-0.266846	0.064697	-0.794678	0.082983	-0.002949	0.046490	0.999999	-0.000107	0.000181	0.001023	0.599008	-0.041352	0.799675	0.106896	0.993857	-0.028678	-0.793576	0.102660	0.599748
09686	0	8.369697	-0.568764	4.624506	1.284836	-0.427903	-0.329679	-0.007390	0.015560	0.208096	-0.269531	0.073486	-0.790283	0.083706	-0.005599	0.046239	0.999999	-0.000037	0.000078	0.001040	0.599319	-0.039276	0.799546	0.105768	0.993924	-0.030457	-0.793492	0.102820	0.599832
09687	0	8.531481	-0.789577	4.683503	1.314943	-0.628755	-0.157618	0.011415	0.032184	0.211596	-0.271729	0.071289	-0.794922	0.085331	-0.007808	0.046821	0.999999	0.000057	0.000161	0.001058	0.599651	-0.036946	0.799409	0.104174	0.994038	-0.032201	-0.793452	0.102587	0.599924
09688	0	8.630036	-1.032043	4.779145	1.280466	-0.846751	-0.013389	0.020591	0.070836	0.200946	-0.267334	0.077881	-0.790527	0.086328	-0.010239	0.047760	0.999999	0.000103	0.000354	0.001005	0.600387	-0.034997	0.798944	0.102865	0.994122	-0.033754	-0.793066	0.102449	0.600458
09689	0	8.748222	-1.343093	4.855715	1.268248	-1.136444	0.137853	0.043784	0.105535	0.180231	-0.265137	0.073486	-0.790283	0.087520	-0.013363	0.048508	0.999999	0.000219	0.000528	0.000901	0.601223	-0.033172	0.798393	0.101479	0.994218	-0.035109	-0.792612	0.102128	0.601113
09690	0	8.796356	-1.567884	4.902705	1.252226	-1.346443	0.211765	0.095661	0.140279	0.152131	-0.265137	0.073486	-0.797363	0.088010	-0.015635	0.048958	0.999999	0.000478	0.000701	0.000761	0.602453	-0.031778	0.797522	0.099866	0.994356	-0.035818	-0.791882	0.101224	0.602226
09691	0	8.799893	-1.623926	5.034335	1.161695	-1.382861	0.294632	0.139642	0.174151	0.124415	-0.260498	0.071289	-0.794922	0.088053	-0.016220	0.050255	0.999999	0.000698	0.000871	0.000622	0.603805	-0.030612	0.796544	0.098083	0.994522	-0.036130	-0.791074	0.099943	0.603500
09692	0	8.710333	-1.673816	5.020762	1.134468	-1.430951	0.214522	0.187203	0.188937	0.100754	-0.264893	0.069092	-0.790039	0.087159	-0.016741	0.050110	0.999999	0.000936	0.000945	0.000504	0.605363	-0.029772	0.795393	0.096054	0.994730	-0.035872	-0.790133	0.098116	0.605032
09693	0	8.646208	-1.607195	5.001851	1.137338	-1.368352	0.146858	0.251865	0.191390	0.074369	-0.260498	0.071289	-0.790283	0.086516	-0.016103	0.049915	0.999999	0.001259	0.000957	0.000372	0.606784	-0.028975	0.794339	0.093452	0.995005	-0.035092	-0.789354	0.095526	0.606461
09694	0	8.568753	-1.516108	4.987971	1.131287	-1.286750	0.069943	0.305572	0.189619	0.053921	-0.255615	0.064697	-0.790039	0.085739	-0.015214	0.049775	0.999998	0.001528	0.000948	0.000270	0.608295	-0.028592	0.793196	0.090774	0.995300	-0.033737	-0.788503	0.092524	0.608031
09695	0	8.464786	-1.246355	4.926429	1.160002	-1.033768	-0.062745	0.353330	0.181438	0.031668	-0.257813	0.064697	-0.787598	0.084694	-0.012537	0.049165	0.999998	0.001767	0.000907	0.000158	0.609597	-0.028249	0.792208	0.087742	0.995629	-0.032014	-0.787841	0.089026	0.609411
09696	0	8.340386	-1.144323	4.875693	1.151491	-0.950338	-0.199428	0.395517	0.162787	0.024950	-0.260010	0.060303	-0.789795	0.083445	-0.011529	0.048666	0.999998	0.001978	0.000814	0.000125	0.610866	-0.028118	0.791235	0.084535	0.995973	-0.029871	-0.787208	0.085135	0.610782
09697	0	8.359919	-0.990951	4.919574	1.155723	-0.811951	-0.165023	0.433391	0.136142	0.019726	-0.255127	0.053711	-0.791992	0.083634	-0.010008	0.049117	0.999997	0.002167	0.000681	0.000099	0.611739	-0.027678	0.790576	0.080715	0.996356	-0.027574	-0.786931	0.080679	0.611743
09698	0	8.436242	-0.914375	4.943690	1.203034	-0.756412	-0.095341	0.453694	0.113988	0.025654	-0.250732	0.055908	-0.794189	0.084392	-0.009245	0.049368	0.999997	0.002268	0.000570	0.000128	0.612620	-0.027488	0.789899	0.077048	0.996712	-0.025072	-0.786613	0.076220	0.612724
09699	0	8.535475	-0.908121	4.945895	1.273139	-0.772616	-0.018658	0.480729	0.102138	0.030758	-0.257324	0.051514	-0.787109	0.085381	-0.009187	0.049393	0.999997	0.002404	0.000511	0.000154	0.613295	-0.027048	0.789391	0.072981	0.997079	-0.022537	-0.786475	0.071432	0.613477
09700	0	8.661830	-0.833310	5.001973	1.322892	-0.718880	0.110747	0.495858	0.089113	0.042112	-0.252441	0.042725	-0.789063	0.086642	-0.008439	0.049960	0.999997	0.002479	0.000446	0.000211	0.613990	-0.026665	0.788863	0.068883	0.997426	-0.019898	-0.786302	0.066557	0.614247
09701	0	8.830246	-0.817712	5.045204	1.401311	-0.723934	0.267401	0.497972	0.082063	0.052432	-0.248047	0.042725	-0.793701	0.088325	-0.008279	0.050395	0.999997	0.002490	0.000410	0.000262	0.614452	-0.025784	0.788533	0.064253	0.997781	-0.017442	-0.786334	0.061383	0.614745
09702	0	8.960102	-0.761064	5.042558	1.496864	-0.690595	0.364368	0.486876	0.085276	0.065489	-0.254883	0.044922	-0.793945	0.089625	-0.007704	0.050369	0.999997	0.002434	0.000426	0.000327	0.615127	-0.025157	0.788027	0.060083	0.998080	-0.015037	-0.786136	0.056596	0.615457
09703	0	9.069107	-0.743322	4.997473	1.608587	-0.694696	0.419897	0.462697	0.082481	0.069452	-0.252197	0.036133	-0.791260	0.090714	-0.007517	0.049920	0.999997	0.002313	0.000412	0.000347	0.615635	-0.024469	0.787652	0.056247	0.998333	-0.012949	-0.786022	0.052275	0.615985
09704	0	9.177836	-0.727941	4.952929	1.722222	-0.700077	0.475067	0.443398	0.098185	0.079719	-0.247803	0.036133	-0.791260	0.091806	-0.007353	0.049468	0.999997	0.002217	0.000491	0.000399	0.616413	-0.023699	0.787066	0.052331	0.998570	-0.010917	-0.785682	0.047918	0.616772
09705	0	9.293968	-0.591511	4.923479	1.833835	-0.580214	0.544376	0.419875	0.103539	0.084854	-0.249512	0.027344	-0.791016	0.092968	-0.005979	0.049174	0.999998	0.002099	0.000518	0.000424	0.617080	-0.022760	0.786571	0.048571	0.998777	-0.009205	-0.785400	0.043884	0.617431
09706	0	9.376633	-0.450051	4.889268	1.930526	-0.453842	0.584226	0.384630	0.110186	0.090134	-0.247314	0.025146	-0.790771	0.093795	-0.004552	0.048832	0.999998	0.001923	0.000551	0.000451	0.617951	-0.021883	0.785912	0.045054	0.998956	-0.007611	-0.784925	0.040112	0.618291
09707	0	9.502982	-0.455343	4.819706	2.073618	-0.471521	0.638213	0.334600	0.119240	0.092027	-0.244873	0.022949	-0.788330	0.095061	-0.004590	0.048133	0.999998	0.001673	0.000596	0.000460	0.618739	-0.020666	0.785325	0.041550	0.999116	-0.006445	-0.784497	0.036618	0.619051
09708	0	9.631566	-0.547458	4.725740	2.236160	-0.576363	0.678583	0.297688	0.117506	0.081579	-0.238037	0.020752	-0.786133	0.096346	-0.005506	0.047193	0.999999	0.001488	0.000588	0.000408	0.619656	-0.019869	0.784622	0.038770	0.999234	-0.005316	-0.783915	0.033714	0.619952
09709	0	9.794417	-0.663041	4.737249	2.336338	-0.699475	0.811059	0.275406	0.133555	0.067188	-0.242676	0.020752	-0.792969	0.097978	-0.006663	0.047298	0.999999	0.001377	0.000668	0.000336	0.620585	-0.019025	0.783908	0.036073	0.999340	-0.004304	-0.783309	0.030948	0.620862
09710	0	10.000738	-0.761286	4.844135	2.394305	-0.805273	1.035297	0.262160	0.168640	0.051368	-0.244873	0.022705	-0.783691	0.100050	-0.007651	0.048347	0.999999	0.001311	0.000843	0.000257	0.621886	-0.018539	0.782888	0.033761	0.999425	-0.003152	-0.782380	0.028391	0.622154
09711	0	10.264364	-0.834124	5.466668	2.087426	-0.872587	1.624908	0.269671	0.189495	0.044912	-0.242676	0.020508	-0.781250	0.102697	-0.008392	0.054558	0.999999	0.001348	0.000947	0.000225	0.623186	-0.018013	0.781866	0.031442	0.999503	-0.002034	-0.781441	0.025851	0.623443
09712	0	10.977426	-0.521879	7.516057	0.968267	-0.538162	3.455321	0.398766	0.249673	0.043834	-0.239746	0.007324	-0.785400	0.109869	-0.005344	0.075013	0.999997	0.001994	0.001248	0.000219	0.625110	-0.017611	0.780338	0.028115	0.999605	0.000038	-0.780030	0.021915	0.625358
09713	0	10.852786	1.720390	9.031765	-0.206332	1.721517	4.305006	0.263993	0.175363	0.101958	-0.240234	0.018311	-0.783691	0.108598	0.017140	0.090245	0.999999	0.001320	0.000877	0.000510	0.626302	-0.016276	0.779410	0.025107	0.999685	0.000702	-0.779176	0.019129	0.626514
09714	0	10.844667	2.489003	7.624584	0.906436	2.480535	3.414608	-0.267596	-0.129576	0.232215	-0.242432	0.013916	-0.781006	0.108368	0.025118	0.076283	0.999998	-0.001338	-0.000648	0.001161	0.625313	-0.013905	0.780250	0.025798	0.999663	-0.002860	-0.779947	0.021918	0.625461
09715	0	10.615237	2.038238	7.575340	0.767134	2.082632	3.198744	-0.307483	-0.209422	0.248334	-0.240234	0.018311	-0.781250	0.106047	0.020631	0.075833	0.999997	-0.001537	-0.001047	0.001242	0.623545	-0.011225	0.781707	0.026649	0.999621	-0.006903	-0.781334	0.025136	0.623607
09716	0	10.494423	2.125241	7.154925	0.997122	2.214990	2.834120	-0.488642	-0.258356	0.203740	-0.242920	0.027344	-0.781494	0.104830	0.021534	0.071632	0.999996	-0.002443	-0.001292	0.001019	0.621543	-0.009093	0.783328	0.029261	0.999504	-0.011615	-0.782834	0.030140	0.621501
09717	0	10.615834	1.212540	6.216692	1.763268	1.330743	2.350092	-0.631471	-0.084996	0.140870	-0.238525	0.029541	-0.781738	0.106123	0.012396	0.062173	0.999995	-0.003157	-0.000425	0.000704	0.620762	-0.007574	0.783962	0.033381	0.999302	-0.016777	-0.783288	0.036584	0.620581
09718	0	9.782916	0.429510	5.804011	1.549009	0.586607	1.449319	-0.637003	0.111794	0.019981	-0.238525	0.029541	-0.779297	0.097861	0.004490	0.057971	0.999995	-0.003185	0.000559	0.000100	0.621606	-0.007394	0.783295	0.038303	0.999046	-0.020965	-0.782393	0.043034	0.621296
09719	0	9.028630	-0.365206	5.373696	1.398491	-0.187331	0.605336	-0.624992	0.123694	-0.089009	-0.243164	0.036133	-0.777344	0.090318	-0.003524	0.053692	0.999995	-0.003125	0.000618	-0.000445	0.622394	-0.008238	0.782661	0.043727	0.998749	-0.024261	-0.781481	0.049324	0.621976
09720	0	9.109841	-1.382055	5.108881	1.617667	-1.199170	0.528738	-0.490803	0.076262	-0.182396	-0.233887	0.029541	-0.777100	0.091105	-0.013778	0.051088	0.999997	-0.002454	0.000381	-0.000912	0.622868	-0.010074	0.782262	0.048756	0.998473	-0.025963	-0.780806	0.054312	0.622408
09721	0	9.343209	-2.149419	5.467404	1.449156	-1.947084	0.953782	-0.295025	0.170158	-0.262000	-0.234375	0.040527	-0.779785	0.093450	-0.021536	0.054626	0.999998	-0.001475	0.000851	-0.001310	0.623910	-0.012632	0.781394	0.052605	0.998280	-0.025864	-0.779724	0.057242	0.623502
09722	0	8.970219	-2.221194	6.057942	0.766717	-1.993377	1.028702	-0.162424	0.268744	-0.306316	-0.236328	0.033936	-0.784180	0.089749	-0.022300	0.060477	0.999998	-0.000812	0.001344	-0.001532	0.625799	-0.015820	0.779824	0.055842	0.998137	-0.024564	-0.777982	0.058919	0.625517
09723	0	8.304469	-2.068467	6.137802	0.314103	-1.844145	0.551471	-0.067764	0.234787	-0.286925	-0.236816	0.042725	-0.779785	0.083087	-0.020783	0.061288	0.999998	-0.000339	0.001174	-0.001435	0.627310	-0.018693	0.778545	0.058135	0.998047	-0.022879	-0.776596	0.059613	0.627172
09724	0	7.448414	-1.714246	6.369488	-0.365822	-1.482719	0.018667	0.080235	0.191728	-0.247470	-0.227295	0.031738	-0.781738	0.074524	-0.017260	0.063617	0.999999	0.000401	0.000959	-0.001237	0.628616	-0.021250	0.777426	0.059124	0.998040	-0.020526	-0.775466	0.058868	0.628640
09725	0	6.525887	-1.109339	6.453214	-0.963304	-0.878542	-0.660532	0.189680	0.135076	-0.204058	-0.234375	0.038330	-0.781982	0.065291	-0.011221	0.064477	0.999999	0.000948	0.000675	-0.001020	0.629393	-0.023224	0.776740	0.058902	0.998104	-0.017886	-0.774851	0.057009	0.629568
09726	0	5.765057	-0.257019	6.798987	-1.655612	-0.017489	-1.049883	0.313998	-0.002341	-0.139189	-0.227295	0.031738	-0.777100	0.057648	-0.002717	0.067986	0.999999	0.001570	-0.000012	-0.000696	0.629257	-0.024586	0.776808	0.057402	0.998240	-0.014905	-0.775075	0.053969	0.629561
09727	0	5.323287	0.795253	6.894666	-1.959909	1.022367	-1.349847	0.354413	-0.198291	-0.055267	-0.229248	0.025146	-0.781494	0.053167	0.007816	0.069013	0.999998	0.001772	-0.000991	-0.000276	0.627544	-0.024893	0.778183	0.054967	0.998411	-0.012389	-0.776638	0.050549	0.627915
09728	0	5.340030	1.427306	6.834088	-1.895743	1.629022	-1.385932	0.299865	-0.364680	0.029480	-0.240723	0.027344	-0.779297	0.053273	0.014178	0.068459	0.999997	0.001499	-0.001823	0.000147	0.624685	-0.024393	0.780496	0.052507	0.998562	-0.010816	-0.779109	0.047739	0.625068
09729	0	5.689150	1.830579	6.917946	-1.763738	2.015363	-1.071818	0.240655	-0.458780	0.096511	-0.236084	0.027344	-0.779297	0.056724	0.018250	0.069332	0.999997	0.001203	-0.002294	0.000483	0.621016	-0.023084	0.783458	0.049997	0.998697	-0.010204	-0.782202	0.045508	0.621361
09730	0	5.955859	2.175902	6.911313	-1.621031	2.351829	-0.878817	0.124940	-0.453708	0.167445	-0.247314	0.024902	-0.774658	0.059383	0.021766	0.069262	0.999997	0.000625	-0.002269	0.000837	0.617504	-0.021182	0.786282	0.048039	0.998787	-0.010820	-0.785099	0.044454	0.617773
09731	0	6.036148	2.265662	6.844315	-1.559815	2.448192	-0.869193	-0.011706	-0.448451	0.238897	-0.251953	0.027100	-0.770020	0.060181	0.022733	0.068577	0.999997	-0.000059	-0.002242	0.001194	0.613957	-0.018496	0.789123	0.046659	0.998828	-0.012890	-0.787959	0.044734	0.614101
09732	0	6.401261	2.170740	6.646830	-1.232123	2.360317	-0.714386	-0.061381	-0.549831	0.313036	-0.247314	0.027100	-0.772217	0.063795	0.021828	0.066637	0.999995	-0.000307	-0.002749	0.001565	0.609721	-0.015096	0.792472	0.045288	0.998849	-0.015817	-0.791321	0.045533	0.609703
09733	0	6.866098	2.149464	6.691945	-1.042879	2.363801	-0.332705	-0.046410	-0.600651	0.371308	-0.249512	0.027100	-0.772217	0.068420	0.021637	0.067120	0.999994	-0.000232	-0.003003	0.001857	0.604992	-0.011037	0.796155	0.043419	0.998873	-0.019146	-0.795047	0.046151	0.604790
09734	0	7.491244	2.029802	6.862160	-0.864108	2.277468	0.256779	-0.054486	-0.546256	0.345498	-0.251709	0.024902	-0.774658	0.074689	0.020446	0.068820	0.999995	-0.000272	-0.002731	0.001727	0.600748	-0.007306	0.799405	0.041830	0.998876	-0.022306	-0.798343	0.046839	0.600378
09735	0	8.238233	1.393339	6.717370	-0.378928	1.664982	0.771117	-0.181806	-0.432219	0.284034	-0.256348	0.027100	-0.767578	0.082217	0.014111	0.067339	0.999996	-0.000909	-0.002161	0.001420	0.597285	-0.004214	0.802018	0.041620	0.998802	-0.025748	-0.800948	0.048759	0.596745
09736	0	8.828840	0.480178	6.440022	0.121277	0.769143	1.098154	-0.165232	-0.265964	0.154935	-0.252197	0.035889	-0.768066	0.088199	0.004923	0.064514	0.999998	-0.000826	-0.001330	0.000775	0.595178	-0.002509	0.803590	0.042082	0.998720	-0.028050	-0.802491	0.050511	0.594522
09737	0	9.228300	0.093884	6.300006	0.434463	0.392118	1.346071	-0.120461	-0.094304	-0.016191	-0.252197	0.035889	-0.765625	0.092253	0.000969	0.063043	1.000000	-0.000602	-0.000472	-0.000081	0.594289	-0.002589	0.804247	0.043198	0.998654	-0.028706	-0.803090	0.051802	0.593601
09738	0	9.327545	-0.246826	6.104533	0.632688	0.039528	1.319584	-0.097846	0.055378	-0.191187	-0.254395	0.031494	-0.763184	0.093290	-0.002528	0.061021	0.999999	-0.000489	0.000277	-0.000956	0.594610	-0.004501	0.804002	0.045181	0.998591	-0.027824	-0.802744	0.052870	0.593976
09739	0	8.670039	-0.207752	5.902153	0.415033	0.051866	0.669350	-0.042321	0.172258	-0.335486	-0.245361	0.035889	-0.760986	0.086748	-0.002211	0.058947	0.999998	-0.000212	0.000861	-0.001677	0.595711	-0.007911	0.803160	0.047571	0.998544	-0.025448	-0.801789	0.053367	0.595220
09740	0	7.914164	0.124919	5.901976	-0.007366	0.358862	0.054124	0.031372	0.101360	-0.432008	-0.254150	0.029297	-0.767822	0.079174	0.001069	0.058980	0.999998	0.000157	0.000507	-0.002160	0.596274	-0.012252	0.802688	0.049955	0.998512	-0.021867	-0.801225	0.053137	0.595999
09741	0	7.295288	0.453340	5.784793	-0.264196	0.651577	-0.517737	0.071951	-0.009662	-0.466989	-0.254150	0.029297	-0.753906	0.072960	0.004342	0.057853	0.999997	0.000360	-0.000048	-0.002335	0.595834	-0.016880	0.802930	0.052215	0.998478	-0.017757	-0.801409	0.052505	0.595808
09742	0	7.219549	0.642504	5.655988	-0.205404	0.797028	-0.655870	0.106522	-0.161957	-0.470908	-0.251709	0.024902	-0.760742	0.072164	0.006225	0.056622	0.999997	0.000533	-0.000810	-0.002355	0.594245	-0.021471	0.803997	0.054224	0.998439	-0.013413	-0.802454	0.051566	0.594482
09743	0	7.042113	0.955016	5.593462	-0.261409	1.072073	-0.836474	0.135217	-0.182040	-0.434547	-0.254395	0.033691	-0.758545	0.070391	0.009359	0.056005	0.999997	0.000676	-0.000910	-0.002173	0.592421	-0.025694	0.805218	0.055773	0.998401	-0.009176	-0.803695	0.050346	0.592907
09744	0	6.953885	1.086659	5.670809	-0.386612	1.176299	-0.859355	0.080716	-0.206946	-0.393240	-0.253906	0.022705	-0.762939	0.069501	0.010707	0.056784	0.999997	0.000404	-0.001035	-0.001966	0.590495	-0.029490	0.806502	0.057511	0.998329	-0.005603	-0.804990	0.049691	0.591204
09745	0	7.481322	0.881465	5.480525	0.040458	0.916906	-0.542260	0.082053	-0.323012	-0.354781	-0.256348	0.029297	-0.751465	0.074740	0.008660	0.054930	0.999997	0.000410	-0.001615	-0.001774	0.587564	-0.032863	0.808510	0.059008	0.998255	-0.002307	-0.807024	0.049065	0.588477
